标题,开发商,房子信息,发布信息,售价/万,单价
东阳义乌交界 四季景苑 106平百变毛坯 三室两厅,上坤中腾四季景苑 -东阳市,3室2厅 | 106平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 暂无数据,1人关注 / 11个月以前发布,170,"16,038元/平"
江南 宾虹 湖海塘  当代华府 顶楼复式  自住装修,当代华府 -江南,5室2厅 | 174平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,15人关注 / 11个月以前发布,248,"14,253元/平"
视野开阔，，采光好，配套设施齐全，交通便利。,南国名城 -江南,4室2厅 | 190平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,3人关注 / 9个月以前发布,278,"14,632元/平"
新房已看好诚心急售，品质小区，静等有缘人,保利大国璟 -江北,4室2厅 | 133平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 4个月以前发布,498,"37,444元/平"
保集江湾江景房 带车位 房东诚心出售,保集江湾花园 -金东区,4室2厅 | 172.94平米 | 南 | 其他 | 低楼层(共16层)  | 板塔结合,1人关注 / 8个月以前发布,749,"43,310元/平"
外滩 大平层 295平 5房带车位,保集外滩 -金东区,5室2厅 | 295平米 | 南 | 其他 | 低楼层(共23层)  | 板塔结合,2人关注 / 11个月以前发布,778,"26,373元/平"
外滩11楼精装大平层，东边套，三面采光，全明户型,保集外滩 -金东区,4室2厅 | 183平米 | 南 北 | 其他 | 中楼层(共23层)  | 板塔结合,0人关注 / 一年前发布,688,"37,596元/平"
该房两房朝东，客厅朝北西，房东改过结构，阳光很好。,华电新村 -婺城新区,3室3厅 | 139.33平米 | 东 | 其他 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,105,"7,537元/平"
蝶景湾 业主诚心出售 看房方便 毛坯 满二,蝶景湾御江山 -金东区,3室2厅 | 136.16平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,276,"20,271元/平"
世贸公寓带装修可以直接入驻办公,世贸中心 -福田,3室2厅 | 176平米 | 南 | 其他 | 低楼层(共55层)  | 暂无数据,1人关注 / 一年前发布,499,"28,353元/平"
采光无遮挡，满二，户型好，双卫，看房方便,苏桂院 -湖海塘,2室1厅 | 142.16平米 | 南 | 其他 | 低楼层(共18层)  | 平房,0人关注 / 一年前发布,225,"15,828元/平"
都市郦景园 4室2厅 南,都市郦景园 -婺城新区,4室2厅 | 156.74平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,268,"17,099元/平"
紫荆公馆；143平四室两厅，精装修 东义交界 南北通透,中腾紫荆公馆 -东阳市,4室2厅 | 143平米 | 南 北 | 其他 | 低楼层(共28层)  | 板塔结合,0人关注 / 8个月以前发布,260,"18,182元/平"
步阳禧御府 4室2厅 南,步阳禧御府 -东阳市,4室2厅 | 148平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 11个月以前发布,260,"17,568元/平"
业主诚心出售，品质小区，户型好,保集半岛 -江南,5室2厅 | 222平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,2人关注 / 一年前发布,399,"17,973元/平"
紫荆庄园 106平 天井已浇 改三房 精装修 可拎包入住,紫荆庄园 -东阳市,3室2厅 | 106平米 | 东 | 精装 | 高楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,175,"16,510元/平"
紫荆樾府 四室两厅三卫 百变毛坯 看房方便,紫荆樾府 -东阳市,4室2厅 | 139平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,2人关注 / 10个月以前发布,220,"15,828元/平"
东方明珠花园3-2-1-2 162.72m² 270 万,东方明珠花园 -金东区,3室2厅 | 162.72平米 | 南 | 其他 | 高楼层(共16层)  | 板塔结合,3人关注 / 一年前发布,245,"15,057元/平"
光明湖海城市花园 4室2厅 南,光明湖海城市花园 -湖海塘,4室2厅 | 181平米 | 南 | 其他 | 低楼层(共27层)  | 塔楼,3人关注 / 7个月以前发布,336,"18,564元/平"
有车位，使用率高，楼层好，江南好位置,奥克斯中央御府 -江南,3室2厅 | 124.4平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,300,"24,116元/平"
户型方正 采光好 小区绿化高 设施完善 看房方便.,中天·江上明月 -金东区,4室1厅 | 189平米 | 南 北 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 7个月以前发布,466,"24,657元/平"
都会家园 百变毛坯 边套带车位 业主诚售,都会家园 -佛堂,4室2厅 | 136.79平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,260,"19,008元/平"
近江枫桥苑、户型明亮、 采光好，复式，带车库,近江枫乔苑 -金东区,5室2厅 | 223平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,228,"10,225元/平"
锦江华庭高层，采光好，视野开阔,锦江华庭 -永康市,3室2厅 | 147平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,2人关注 / 一年前发布,650,"44,218元/平"
万安家苑，简装带车库，户型方正，交通便利，配套齐备,万安家苑 -乾西,5室2厅 | 175平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,1人关注 / 一年前发布,175,"10,000元/平"
梅湖国际公馆。大四房西边套带车位。,梅湖国际公馆 -江东,4室2厅 | 193平米 | 南 | 简装 | 中楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,566,"29,327元/平"
卿悦府东区 3室2厅 南,卿悦府东区 -稠城,3室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共24层)  | 暂无数据,1人关注 / 一年前发布,619,"47,616元/平"
红星天铂大四房高楼层采光好户型好价格低,红星金义天铂 -金义都市新区,4室2厅 | 125平米 | 南 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,165,"13,200元/平"
万固地产都会家园 3室2厅 南,万固地产都会家园 -佛堂,3室2厅 | 122平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,1人关注 / 1个月以前发布,251,"20,574元/平"
嘉美广场，精装拎包入住，中间楼层,商城嘉美广场 -北苑,3室1厅 | 87平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据,1人关注 / 一年前发布,320,"36,782元/平"
小区中间楼层，带车位，四个飘窗，两个大房间不计面积,中天·江上明月 -金东区,4室2厅 | 143.74平米 | 南 | 其他 | 中楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,410,"28,524元/平"
满二，交通方便，配套齐全，房东诚售。,四季荣域 -金东区,3室2厅 | 89平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,1人关注 / 一年前发布,216,"24,270元/平"
房子户型合理，自住装修带车位 房东诚心出售 看房方便,保集外滩 -金东区,4室2厅 | 143.97平米 | 南 | 其他 | 低楼层(共24层)  | 板塔结合,0人关注 / 11个月以前发布,388,"26,951元/平"
金报步阳华府 4室2厅 南,金报步阳华府 -金东区,4室2厅 | 110平米 | 南 | 其他 | 低楼层(共17层)  | 塔楼,2人关注 / 8个月以前发布,330,"30,000元/平"
百变毛坯，高楼层视野佳，湖海塘公园旁,光明湖海城市花园 -湖海塘,3室1厅 | 137.95平米 | 南 北 | 其他 | 高楼层(共27层)  | 塔楼,0人关注 / 3个月以前发布,385,"27,909元/平"
房子精装修，性价好房，诚心出售,和信花园 -江南,3室2厅 | 126平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,5人关注 / 一年前发布,208,"16,508元/平"
东方兰庭精装6+7，大露台，带车库，业主诚售,冠达东方兰庭 -金东区,5室3厅 | 205平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,278,"13,561元/平"
户型方正 通风采光都很好 配套齐全,和聚园 -北苑,3室2厅 | 140平米 | 东南 | 其他 | 低楼层(共15层)  | 板塔结合,0人关注 / 2个月以前发布,415,"29,643元/平"
急卖；紫荆庄园东阳义乌交界处精装修三室两厅  朝别墅,紫荆庄园 -东阳市,3室2厅 | 104平米 | 南 北 | 其他 | 高楼层(共29层)  | 板楼,4人关注 / 一年前发布,138,"13,270元/平"
金报步阳华府 4室2厅 南,金报步阳华府 -金东区,4室2厅 | 125平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,2人关注 / 7个月以前发布,359,"28,720元/平"
房子户型正， 得房率高，顶楼复式，满两年,丹溪佳苑 -江南,4室2厅 | 138平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 3个月以前发布,218,"15,798元/平"
香桂院143户型！有证！高楼层三房！速购！,香桂院 -湖海塘,4室1厅 | 143平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,270,"18,882元/平"
新青年公馆 3室2厅 南,新青年公馆 -江南,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,1人关注 / 3个月以前发布,249,"25,671元/平"
江南悦府 4室2厅 南,江南悦府 -江南,4室2厅 | 158平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,330,"20,887元/平"
288一口价 自住精装，大三房格局好，诚意出售，,保集蓝郡 -江南,3室2厅 | 143平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 6个月以前发布,328,"22,938元/平"
五一路农贸市场住宅楼 319万 146平,五一路农贸市场住宅楼 -江北,3室2厅 | 146平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,2人关注 / 一年前发布,260,"17,809元/平"
保集海塘高品质小区带车位小区环境好,保集海塘府 -湖海塘,4室2厅 | 140平米 | 南 | 其他 | 低楼层(共14层)  | 塔楼,2人关注 / 10个月以前发布,379.8,"27,129元/平"
有天有地，双拼大森林别墅，生活便利只卖360万,缤虹星城联排区 -婺城新区,4室2厅 | 190平米 | 南 北 | 毛坯 | 3层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,358,"18,843元/平"
丽泽花园 5室2厅 南,丽泽花园 -江北,5室2厅 | 145平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,2人关注 / 8个月以前发布,255,"17,587元/平"
茂新四季华庭电梯7+8复式，精装修带车位，包增值税。,茂新四季华庭 -江北,3室2厅 | 140平米 | 南 | 其他 | 高楼层(共4层)  | 塔楼,2人关注 / 8个月以前发布,318,"22,715元/平"
广润翰城，格局方正、南北通风、视野开阔、采光好，,广润翰城 -金东区,7室2厅 | 363.31平米 | 南 | 其他 | 4层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,898,"24,718元/平"
环境优美 适宜居住 人文素质高 物业管理完善       。,柳湖花园 -江北,4室2厅 | 164平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,236,"14,391元/平"
锦春花园3-1-1-1 87.00m² 130 万   精装修适合刚需客,锦春花园 -金义都市新区,3室1厅 | 87平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 10个月以前发布,122,"14,023元/平"
房子户型合理，交通便利采光充足，带花园,保集外滩 -金东区,3室2厅 | 87平米 | 南 | 其他 | 低楼层(共25层)  | 板塔结合,0人关注 / 11个月以前发布,208,"23,909元/平"
安福家园装修大面积4房的房诚心出售,安福家园 -苏溪,4室2厅 | 175平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,465,"26,572元/平"
蓝湾上林院 4室2厅 南,蓝湾上林院 -江北,4室2厅 | 177平米 | 南 | 其他 | 高楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,525,"29,662元/平"
户型方正 通风采光都很好 配套齐全,碧桂园柏悦华府 -义乌市,3室1厅 | 89平米 | 东南 | 其他 | 中楼层(共20层)  | 暂无数据,48人关注 / 一年前发布,113.8,"12,787元/平"
新房已看好诚心急售，品质小区，静等有缘人,缤虹星城联排区 -婺城新区,4室2厅 | 172平米 | 南 北 | 其他 | 3层  | 板楼 | 联排别墅 ,1人关注 / 10个月以前发布,296,"17,210元/平"
天山b区小排屋，满两年精装修，带花园200平价格可以谈,天山龙城B区 -金义都市新区,3室1厅 | 200.6平米 | 南 | 其他 | 低楼层(共1层)  | 暂无数据,0人关注 / 5个月以前发布,380,"18,944元/平"
活设施配套齐全，交通便利，户型方正,蓝湾国际花园 -婺城新区,4室2厅 | 330平米 | 南 北 | 其他 | 4层  | 板塔结合 | 联排别墅 ,0人关注 / 11个月以前发布,518,"15,697元/平"
铂悦花园大平方精装修户型好采光好楼层好单价低,铂悦花园 -金义都市新区,4室2厅 | 122平米 | 南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 5个月以前发布,208,"17,050元/平"
好大实用面积，房子户型合理，商圈配套齐全,美的融信•君兰江山 -多湖,4室2厅 | 220平米 | 南 | 其他 | 高楼层(共14层)  | 板塔结合,0人关注 / 7个月以前发布,1130,"51,364元/平"
288一口价 自住精装，大三房格局好，诚意出售，,保集蓝郡 -江南,3室2厅 | 143平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 6个月以前发布,328,"22,938元/平"
保集半岛电梯房，3房2卫。精装拎包入住。,保集半岛 -江南,3室2厅 | 145平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,14人关注 / 一年前发布,268,"18,483元/平"
逸佳苑好户型复式好房源快来抢购,逸佳苑 -江南,4室2厅 | 140平米 | 南 | 毛坯 | 高楼层(共5层)  | 板楼,8人关注 / 一年前发布,200,"14,286元/平"
九龙玉府  满两年，带车位   毛坯房   看房方便,九龙玉府 -江北,3室2厅 | 151平米 | 南 北 | 其他 | 低楼层(共8层)  | 板楼,1人关注 / 一年前发布,240,"15,895元/平"
此房可以自由发挥，实用面积比较大，房间功能齐全.,光明湖海城市花园 -湖海塘,3室1厅 | 142平米 | 南 北 | 其他 | 高楼层(共27层)  | 塔楼,0人关注 / 一年前发布,369,"25,986元/平"
上证370平，江边排屋，交通便利，750万,鸿基熙岸 -婺城新区,5室2厅 | 370平米 | 南 北 | 其他 | 3层  | 板塔结合 | 联排别墅 ,0人关注 / 一年前发布,757.3,"20,468元/平"
永盛新阳光6+7复式房，大四房带南北露台,永盛新阳光 -江南,4室3厅 | 180平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,19人关注 / 一年前发布,238,"13,223元/平"
南江名郡，大四房，精装修，急售,南江名郡 -横店,4室2厅 | 144平米 | 东南 | 其他 | 高楼层(共11层)  | 平房,3人关注 / 5个月以前发布,150,"10,417元/平"
森林别墅万亩茶园中轴景观带西门主干道位置东边套,缤虹星城联排区 -婺城新区,5室3厅 | 193平米 | 南 北 | 其他 | 3层  | 板楼 | 联排别墅 ,0人关注 / 一年前发布,405,"20,985元/平"
房龄新，户型方正，采光好，湖景房，入住人群素质高,保集海塘府 -湖海塘,4室2厅 | 134平米 | 南 | 其他 | 高楼层(共10层)  | 塔楼,0人关注 / 6个月以前发布,470,"35,075元/平"
给你一个家，一个不需要太大的地方,龙庭一品 -金义都市新区,3室1厅 | 91.33平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,110,"12,045元/平"
出则繁华，入则安静。。。。。。。,金华奥林匹克花园 -婺城新区,4室2厅 | 285平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,4人关注 / 一年前发布,398,"13,965元/平"
纯别墅小区，环境好。欧式风格。。,又见康桥 -婺城新区,5室3厅 | 324平米 | 南 | 其他 | 2层  | 板楼 | 联排别墅 ,4人关注 / 一年前发布,508,"15,680元/平"
中天翰林诚品 4室2厅 南,中天翰林诚品 -江北,4室2厅 | 121平米 | 南 | 其他 | 低楼层(共15层)  | 暂无数据,5人关注 / 一年前发布,298,"24,629元/平"
保利大国璟。阳光充足 ， 交通便利 ，格局好。,保利大国璟 -江北,4室2厅 | 133平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 8个月以前发布,465,"34,963元/平"
福田商贸城CBD滨江壹品精装带车位,滨江壹品 -福田,5室2厅 | 165平米 | 南 | 其他 | 中楼层(共37层)  | 暂无数据,7人关注 / 11个月以前发布,725,"43,940元/平"
江南大院 自住装修 带车位 看房方便,德信江南大院 -武义县,4室2厅 | 176平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,4人关注 / 6个月以前发布,248,"14,091元/平"
滨江壹品·140平顶楼采光好。有车位。,滨江壹品 -福田,4室2厅 | 140平米 | 南 北 | 毛坯 | 高楼层(共37层)  | 暂无数据,0人关注 / 一年前发布,520,"37,143元/平"
泰地金水湾顶楼天排 江景房 自住精装 满两年 大四房,泰地金水湾 -湖海塘,4室2厅 | 169平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 8个月以前发布,369,"21,835元/平"
湖海塘庄园排屋 百变毛坯 花园300平 东边套 带3个车位,保集湖海塘庄园北区 -湖海塘,5室2厅 | 410平米 | 南 | 其他 | 3层  | 板楼 | 联排别墅 ,2人关注 / 一年前发布,1950,"47,561元/平"
8楼采光好，户型好，得房率高.,保集半岛 -江南,3室1厅 | 134平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,4人关注 / 7个月以前发布,240,"17,911元/平"
湖海塘南面，环境好，有山有水，负氧离子,三联桂语山居 -安地,3室2厅 | 90平米 | 南 | 其他 | 下叠(共4层)  | 暂无数据 | 叠拼别墅 ,1人关注 / 一年前发布,200,"22,223元/平"
湖海塘板块百变毛坯好房出售.....,滨湖印象花园 -湖海塘,3室2厅 | 117平米 | 南 | 其他 | 中楼层(共10层)  | 板楼,1人关注 / 一年前发布,248,"21,197元/平"
尖峰郦园6+7复式，123.03+79.33平方，带露台和车库,尖峰郦园 -江北,6室2厅 | 202.34平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,220,"10,873元/平"
湖海塘品质小区  配套齐全 交通便利,滨湖印象花园 -湖海塘,3室2厅 | 98平米 | 南 | 其他 | 高楼层(共10层)  | 板楼,0人关注 / 一年前发布,229.8,"23,449元/平"
复式两层 利空间比较大毛坯房可以停放3辆车,碧桂园德信·君宸府 -武义县,4室2厅 | 150.19平米 | 西南 | 毛坯 | 低楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,276,"18,377元/平"
江南城中 交通便利 商圈集中 商务大厦 楼层好,申华大厦 -江南,2室1厅 | 60.09平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,1人关注 / 7个月以前发布,115,"19,138元/平"
此房在福田CBD区域，滨江高档物业此房在福田CBD区域，,滨江壹品 -福田,3室2厅 | 112平米 | 南 | 毛坯 | 中楼层(共39层)  | 暂无数据,0人关注 / 6个月以前发布,478,"42,679元/平"
给你一个家，一个不需要太大的地方,龙庭一品 -金义都市新区,3室1厅 | 91.33平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,110,"12,045元/平"
新房已看好诚心急售，品质小区，静等有缘人,泰地金水湾 -湖海塘,4室2厅 | 175平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,418,"23,886元/平"
房龄新，户型方正，采光好，湖景房，入住人群素质高,保集海塘府 -湖海塘,4室1厅 | 127平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 9个月以前发布,438,"34,489元/平"
海塘壹品3-2-1-2 105.00m² 260 万9楼,海塘壹品 -湖海塘,3室2厅 | 105平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼,4人关注 / 一年前发布,199.8,"19,029元/平"
小区地理位置优越，社区安静，武义高品质住宅区,德信江南大院 -武义县,6室2厅 | 267平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,5人关注 / 一年前发布,558,"20,899元/平"
绿城海棠花园 6室3厅 南 北,绿城海棠花园 -湖海塘,6室3厅 | 287平米 | 南 北 | 其他 | 2层  | 板楼 | 联排别墅 ,4人关注 / 11个月以前发布,1380,"48,084元/平"
新房已看好诚心急售，品质小区，静等有缘人,紫悦花园 -湖海塘,3室2厅 | 113平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,200,"17,700元/平"
楼层好，精装修，采光充足 生活配套设施齐全,保集蓝郡 -江南,4室2厅 | 360平米 | 南 | 其他 | 高楼层(共33层)  | 塔楼,6人关注 / 8个月以前发布,539,"14,973元/平"
户型方正，采光好，楼层好，日常生活便利。,银桂院 -湖海塘,4室2厅 | 170平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,3人关注 / 5个月以前发布,226,"13,295元/平"
小区地理位置优越，社区安静，武义高品质住宅区,德信江南大院 -武义县,6室2厅 | 240平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,1人关注 / 一年前发布,590,"24,584元/平"
联排，毛坯房，可以按照自己喜欢的风格装修,金华奥林匹克花园 -婺城新区,5室2厅 | 285平米 | 南 | 其他 | 5层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,490,"17,193元/平"
丽泽花园。满2年，停车方便，出行方便，小区环境好。,丽泽花园 -江北,4室2厅 | 146平米 | 南 北 | 其他 | 高楼层(共17层)  | 板塔结合,4人关注 / 一年前发布,270,"18,494元/平"
金华奥林匹克花园 5室1厅 南 北,金华奥林匹克花园 -婺城新区,5室1厅 | 238.11平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,375,"15,750元/平"
交通便利孩子都市尤为方便生活配套齐全小区闹中取静,都市豪园 -金义都市新区,2室2厅 | 98.2平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,126,"12,831元/平"
湖海塘板块 香桂院 3室2卫 精装 拎包入住 西边套,香桂院 -湖海塘,3室1厅 | 125.3平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,25人关注 / 10个月以前发布,230,"18,356元/平"
联排，毛坯房，可以按照自己喜欢的风格装修,金华奥林匹克花园 -婺城新区,5室2厅 | 285平米 | 南 | 其他 | 5层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,490,"17,193元/平"
户型方正 通风采光都很好 配套齐全,万商华府 -城西,3室2厅 | 147平米 | 东南 | 其他 | 低楼层(共20层)  | 暂无数据,2人关注 / 一年前发布,215,"14,626元/平"
小区地理位置好 位于湖海塘板块 配套齐全 交通便利,泰地金水湾 -湖海塘,3室2厅 | 86.82平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,235,"27,068元/平"
金华奥林匹克花园 5室1厅 南 北,金华奥林匹克花园 -婺城新区,5室1厅 | 238.11平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,375,"15,750元/平"
交通便利孩子都市尤为方便生活配套齐全小区闹中取静,都市豪园 -金义都市新区,2室2厅 | 98.2平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,126,"12,831元/平"
楼层好，人文环境好，交通便利，适合生活居住。,金山华庭 -金东区,4室2厅 | 120平米 | 南 | 其他 | 中楼层(共24层)  | 暂无数据,1人关注 / 6个月以前发布,142,"11,834元/平"
丽泽花园。满2年，停车方便，出行方便，小区环境好。,丽泽花园 -江北,4室2厅 | 146平米 | 南 北 | 其他 | 高楼层(共17层)  | 板塔结合,4人关注 / 一年前发布,270,"18,494元/平"
电梯房，复式户型，房东自住装修，可以拎包入住,新悦润居 -婺城新区,4室1厅 | 135平米 | 南 北 | 其他 | 高楼层(共16层)  | 板塔结合,0人关注 / 2个月以前发布,175,"12,963元/平"
满二 格局方正，视野开阔、采光好、每日光照.,紫金湾D区 -金东区,5室2厅 | 155平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 8个月以前发布,420,"27,097元/平"
后宅网红盘 楼层好 交通便利 业主自住装修 产证满两年,城北商业中心 -后宅,3室2厅 | 93平米 | 南 | 其他 | 高楼层(共15层)  | 暂无数据,5人关注 / 一年前发布,270,"29,033元/平"
金地都会之光 有证  户型方正 总价299万带车位,金地·都会之光 -金东区,4室2厅 | 128平米 | 南 | 其他 | 低楼层(共15层)  | 暂无数据,2人关注 / 10个月以前发布,269,"21,016元/平"
学可上.老城南，精装修，看房方便，诚心出售,乐园小居 -稠江,2室2厅 | 86平米 | 北 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,350,"40,698元/平"
大户型的房子，视野开阔，采光无遮挡，精装修的房子,现代城市花园四季五区 -北苑,3室2厅 | 154平米 | 南 | 其他 | 中楼层(共14层)  | 板塔结合,4人关注 / 8个月以前发布,315,"20,455元/平"
紫金湾B区复式，大面积新小区位置好！,紫金湾B区 -金东区,4室2厅 | 139平米 | 南 | 其他 | 低楼层(共10层)  | 暂无数据,0人关注 / 一年前发布,520,"37,411元/平"
万达儿童公园边花园小区西江雅苑带花园3房2厅毛坯洋房,金地中梁西江雅苑 -稠江,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,390,"33,914元/平"
锦湖苑低层，蓬头，精装修，临湖，小区环境优美,九龙锦湖苑 -永康市,3室2厅 | 117平米 | 东北 | 其他 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,140,"11,966元/平"
有天有地     精装排屋      拎包入住,廣潤翰城 -金东区,5室2厅 | 352平米 | 南 | 其他 | 4层  | 板楼 | 联排别墅 ,0人关注 / 一年前发布,950,"26,989元/平"
都市欧情 4室2厅 东 南,都市欧情 -江北,4室2厅 | 128平米 | 东 南 | 其他 | 中楼层(共18层)  | 板楼,3人关注 / 一年前发布,210,"16,407元/平"
满2年有附房8平，装修清爽，看房方便电梯房，出行方便,都市欧情 -江北,4室2厅 | 141平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,238,"16,880元/平"
楼层好 ，采光好，房型设计布局合理,三江国际花园 -多湖,3室2厅 | 125平米 | 南 | 其他 | 高楼层(共15层)  | 板楼,1人关注 / 4个月以前发布,248.8,"19,904元/平"
都市豪园，精装修4房，满两年。看房提前预约。,都市豪园 -金义都市新区,4室2厅 | 116平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,162,"13,966元/平"
都市豪园复式三层，空中别墅。实用面积200平左右,都市豪园 -金义都市新区,4室2厅 | 98平米 | 南 | 其他 | 高楼层(共12层)  | 板塔结合,2人关注 / 5个月以前发布,146,"14,898元/平"
东阳义乌交界 远疆天域 98平 毛坯 三室二厅,远疆天域 -东阳市,3室2厅 | 98平米 | 东南 | 其他 | 低楼层(共32层)  | 暂无数据,8人关注 / 一年前发布,100,"10,205元/平"
环球春江花园 5室2厅 南 北,环球春江花园 -江北,5室2厅 | 253平米 | 南 北 | 其他 | 低楼层(共6层)  | 塔楼,0人关注 / 一年前发布,788,"31,147元/平"
晓郡中层中间套，三开间朝南户，双阳台,融创晓郡花园一期 -金东区,3室2厅 | 92平米 | 南 | 其他 | 中楼层(共26层)  | 塔楼,1人关注 / 一年前发布,199,"21,631元/平"
金东区轻轨房火车南站翡翠城大三房出售,申华翡翠城 -金东区,3室2厅 | 118平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,127,"10,763元/平"
华顺苑 4室2厅 南,华顺苑 -金东区,4室2厅 | 196平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 3个月以前发布,130,"6,633元/平"
孝顺金义华府电梯房东边套简装135平带辅房170万,金义华府 -金东区,3室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,165,"12,223元/平"
楼中楼格局 装修好 位置好 地段好,万厦欧景爵园 -稠江,5室2厅 | 166平米 | 东 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,578,"34,820元/平"
户型方正 通风采光都很好 配套齐全,万达华府 -稠江,3室1厅 | 101平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 5个月以前发布,300,"29,703元/平"
