标题,开发商,房子信息,发布信息,售价/万,单价
东汇•森语林 1室1厅 北,东汇•森语林 -老城,1室1厅 | 57平米 | 北 | 简装 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,57,"10,000元/平"
碧海金珠5号楼2室2厅一厨一卫出售,碧海·金珠花园 -老城,2室2厅 | 91.63平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,2人关注 / 5个月以前发布,130,"14,188元/平"
福隆丽水湾一期一万一平的毛坯两房出售,福隆·丽水湾 -老城,2室1厅 | 85平米 | 西南 | 毛坯 | 中楼层(共20层)  | 板楼,7人关注 / 11个月以前发布,86,"10,118元/平"
海航幸福家园小区 2室2厅 东,海航幸福家园小区 -老城,2室2厅 | 85平米 | 东 | 毛坯 | 低楼层(共6层)  | 板塔结合,26人关注 / 一年前发布,56,"6,589元/平"
恒大御景湾1楼精致2室复式出售,恒大御景湾 -老城,2室1厅 | 54平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,3人关注 / 3个月以前发布,55,"10,186元/平"
远洋观海，一线海景房，景观好。,远洋观海 -老城,2室2厅 | 78平米 | 东北 | 其他 | 中楼层(共23层)  | 板塔结合,3人关注 / 一年前发布,160,"20,513元/平"
老年人适合养老，中年人休闲度假，青年人陶冶情操,金手指高尔夫温泉小镇 -老城,1室1厅 | 42平米 | 南 | 简装 | 低楼层(共9层)  | 板塔结合,2人关注 / 10个月以前发布,37.9,"9,024元/平"
一房，泳池，楼层好，景观好，交通生活便利。,四季康城一期 -老城,1室0厅 | 43.62平米 | 北 | 简装 | 低楼层(共13层)  | 塔楼,0人关注 / 2个月以前发布,52,"11,922元/平"
此房满五唯一精装修，社区配套设施齐全 ，交通便利，,盈滨绿生花园 -老城,2室2厅 | 69.71平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,32人关注 / 一年前发布,59,"8,464元/平"
海地春天 2室2厅 南,海地春天 -老城,2室2厅 | 77平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,7人关注 / 一年前发布,73.9,"9,598元/平"
恒大御景湾 1室1厅 北,恒大御景湾 -老城,1室1厅 | 23.28平米 | 北 | 简装 | 低楼层(共1层)  | 板塔结合,7人关注 / 6个月以前发布,18,"7,732元/平"
南海阳光 1室1厅 南 西,南海阳光 -老城,1室1厅 | 59平米 | 南 西 | 简装 | 高楼层(共21层)  | 板塔结合,0人关注 / 2个月以前发布,52,"8,814元/平"
房子通透户型.中间楼层装修新，业主从来没住过,恒大御景湾 -老城,2室2厅 | 90.17平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 4个月以前发布,90,"9,982元/平"
满五年 精装修 户型好 采光好,东汇•森语林 -老城,1室1厅 | 58平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,53,"9,138元/平"
户型方正 采光充足 大卧室独立卫浴 泳池温泉品质社区,尚域世家 -老城,3室2厅 | 110平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,11人关注 / 一年前发布,110,"10,000元/平"
宜居康养之地 盈滨半岛金手指温泉小区,金手指高尔夫温泉小镇 -老城,1室1厅 | 43.94平米 | 北 | 简装 | 中楼层(共9层)  | 板塔结合,0人关注 / 9个月以前发布,32,"7,283元/平"
此房满五唯一 价格便宜 南海大道旁 生活方便,东汇•森语林 -老城,2室2厅 | 77.62平米 | 南 | 毛坯 | 低楼层(共25层)  | 塔楼,2人关注 / 5个月以前发布,70,"9,019元/平"
海底春天小两房，园林式小区，有泳池温泉泡池等,海地春天 -老城,2室2厅 | 61平米 | 南 | 简装 | 中楼层(共25层)  | 板塔结合,3人关注 / 6个月以前发布,74,"12,132元/平"
东汇•森语林 2室2厅 东,东汇•森语林 -老城,2室2厅 | 75平米 | 东 | 简装 | 低楼层(共18层)  | 板塔结合,8人关注 / 一年前发布,76,"10,134元/平"
海口西 老城四季一期  南北两房 通风效果好。,四季康城一期 -老城,2室1厅 | 83.86平米 | 西南 | 毛坯 | 低楼层(共18层)  | 板塔结合,6人关注 / 9个月以前发布,86,"10,256元/平"
小区位置好...........................,新香缇假日 -老城,1室1厅 | 37平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,11人关注 / 一年前发布,28,"7,568元/平"
满五唯一 户型好 采光好 精装修,东汇•森语林 -老城,1室1厅 | 57.37平米 | 东北 | 简装 | 中楼层(共18层)  | 暂无数据,9人关注 / 一年前发布,53,"9,239元/平"
恒大御景湾 1室1厅 南,恒大御景湾 -老城,1室1厅 | 50平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,1人关注 / 11个月以前发布,70,"14,000元/平"
鲁能海蓝福源配套齐全，一线海景,鲁能海蓝福源 -老城,3室2厅 | 116平米 | 北 | 简装 | 低楼层(共30层)  | 板塔结合,1人关注 / 一年前发布,150,"12,932元/平"
盈滨半岛 生活交通方便 经典小户型 总价低,金手指高尔夫温泉小镇 -老城,1室1厅 | 66.7平米 | 西北 | 简装 | 低楼层(共11层)  | 板塔结合,0人关注 / 8个月以前发布,63,"9,446元/平"
3房2厅 毛坯房 价格优惠 生活便利 户型方正,南海阳光 -老城,3室2厅 | 110平米 | 南 北 | 毛坯 | 中楼层(共21层)  | 板塔结合,1人关注 / 一年前发布,128,"11,637元/平"
此房是正规的一房一厅，户型方正，客厅大，采光好。,银海天诚 -老城,1室1厅 | 65平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 2个月以前发布,85,"13,077元/平"
满五唯一，小区绿化环境好  盈滨半岛金手指,金手指高尔夫温泉小镇 -老城,2室2厅 | 67平米 | 北 | 毛坯 | 低楼层(共7层)  | 板塔结合,3人关注 / 7个月以前发布,57,"8,508元/平"
"中式园林小区,满五唯一,朝南采光好",中华坊 -老城,1室1厅 | 60.38平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,68,"11,263元/平"
东汇森语林 南北通透 精装二室,东汇•森语林 -老城,2室2厅 | 97.51平米 | 南 北 | 其他 | 低楼层(共25层)  | 塔楼,4人关注 / 一年前发布,92,"9,435元/平"
台湾风情小镇，有业主会所，泳池，温泉，娱乐设施等,台湾风情小镇 -福山,3室2厅 | 102平米 | 东南 | 简装 | 低楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,110,"10,785元/平"
户型方正，采光好，价格美丽，环境优美。,后海银帆 -老城,2室2厅 | 86平米 | 南 | 简装 | 低楼层(共25层)  | 板塔结合,6人关注 / 6个月以前发布,87,"10,117元/平"
南北通透，中高楼层，视野宽阔，双阳台大四房板楼,明月居 -老城,4室2厅 | 144.3平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,5人关注 / 一年前发布,168,"11,643元/平"
澄迈老城 北外旁 福隆丽水湾一期63平一房,福隆·丽水湾 -老城,1室0厅 | 63.55平米 | 南 | 精装 | 高楼层(共19层)  | 板塔结合,0人关注 / 1个月以前发布,87,"13,691元/平"
盈滨半岛央企大盘鲁能地产打造  海蓝福源 成熟社区,鲁能海蓝福源 -老城,3室2厅 | 94.69平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,12人关注 / 一年前发布,105,"11,089元/平"
福隆·丽水湾 2室2厅 南,福隆·丽水湾 -老城,2室2厅 | 94.5平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,5人关注 / 7个月以前发布,140,"14,815元/平"
盈滨海岸二期位置好的小房源出售,盈滨海岸 -老城,1室1厅 | 61平米 | 东南 | 简装 | 中楼层(共15层)  | 塔楼,0人关注 / 7个月以前发布,70,"11,476元/平"
外地可直接买 精装两房 带30平左右花园 采光好通透,亚泰温泉海岸 -老城,2室2厅 | 68.71平米 | 西北 | 精装 | 低楼层(共5层)  | 板塔结合,2人关注 / 一年前发布,208,"30,273元/平"
精装修，社区配套设施齐全 ，交通便利，南北通透，,盈滨绿生花园 -老城,3室2厅 | 123平米 | 南 北 | 简装 | 中楼层(共11层)  | 暂无数据,6人关注 / 一年前发布,160,"13,009元/平"
盈滨半岛 生活交通方便  小户型 总价低 朝南,金手指高尔夫温泉小镇 -老城,1室1厅 | 44平米 | 西北 | 简装 | 高楼层(共7层)  | 板塔结合,3人关注 / 8个月以前发布,33,"7,500元/平"
"老城繁华地段,高楼层精装大三房",澄江广场 -老城,3室2厅 | 139平米 | 西南 | 简装 | 中楼层(共24层)  | 暂无数据,0人关注 / 5个月以前发布,140,"10,072元/平"
此房格局方正， 标准1室两厅，中高楼层，采光 好,南海之滨 -老城,1室2厅 | 64.42平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,66,"10,246元/平"
盈滨绿生花园 1室1厅 北,盈滨绿生花园 -老城,1室1厅 | 63.63平米 | 北 | 其他 | 低楼层(共14层)  | 板楼,0人关注 / 1个月以前发布,57,"8,959元/平"
盈滨半岛旅游度假区 天赐上湾精装小户型,天赐上湾 -老城,1室2厅 | 57平米 | 西北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,80,"14,036元/平"
房子户型好小区有泳池，配套齐全,四季康城三期荣和新城 -老城,3室2厅 | 98平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,42人关注 / 一年前发布,110,"11,225元/平"
佳元·七彩澜湾 1室1厅 南,佳元·七彩澜湾 -老城,1室1厅 | 54.04平米 | 南 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3个月以前发布,65,"12,029元/平"
软件园内小区。生活方便，楼下市市场都有,四季康城三期荣和新城 -老城,3室2厅 | 110平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,6人关注 / 6个月以前发布,110,"10,000元/平"
老城冠永·凤凰城A区，适合养老度假小户型，视野宽阔,冠永凤凰城A区 -老城,1室1厅 | 43.63平米 | 北 东北 | 精装 | 高楼层(共17层)  | 板塔结合,1人关注 / 4个月以前发布,45,"10,315元/平"
海南温泉小镇长寿之乡，必看好房,新香缇假日 -老城,3室2厅 | 75平米 | 北 | 其他 | 低楼层(共11层)  | 板楼,6人关注 / 10个月以前发布,110,"14,667元/平"
澄迈老城软件园旁 绿生花园57平精装1房,盈滨绿生花园 -老城,1室1厅 | 57平米 | 南 | 简装 | 中楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,62,"10,878元/平"
户型方正，光线充足，南北通透。,东汇•森语林 -老城,3室2厅 | 114.6平米 | 南 北 | 精装 | 低楼层(共25层)  | 塔楼,0人关注 / 5个月以前发布,135,"11,781元/平"
盈滨半岛央企大盘90平3房2厅1厨2卫出售,鲁能海蓝福源 -老城,3室2厅 | 90.27平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,6人关注 / 一年前发布,95,"10,524元/平"
软件园青年创业街区2室2厅91平91万拎包,海南软件园青年公寓 -老城,2室1厅 | 91平米 | 北 | 简装 | 低楼层(共25层)  | 塔楼,9人关注 / 一年前发布,87,"9,561元/平"
满五唯一 碧海金珠128平三房两厅两卫173W,碧海·金珠花园 -老城,3室2厅 | 128.47平米 | 南 北 东 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 3天以前发布,173,"13,467元/平"
中华坊温馨一居室 业主诚心出售，看房方便，,中华坊 -老城,1室1厅 | 60.83平米 | 东南 北 | 其他 | 中楼层(共17层)  | 板塔结合,1人关注 / 11个月以前发布,76,"12,494元/平"
中华坊，南北通透  满五多套  层高4.5米,中华坊 -老城,2室2厅 | 86.7平米 | 东南 | 精装 | 低楼层(共15层)  | 塔楼,0人关注 / 一年前发布,165,"19,032元/平"
中华坊温馨一居室 业主诚心出售，看房方便，,中华坊 -老城,1室1厅 | 60.83平米 | 东南 北 | 其他 | 中楼层(共17层)  | 板塔结合,1人关注 / 11个月以前发布,76,"12,494元/平"
福隆丽水湾二期二手毛坯房出售74平88万,福隆丽水湾2期 -老城,2室2厅 | 74平米 | 北 | 毛坯 | 中楼层(共31层)  | 板楼,1人关注 / 11个月以前发布,88.8,"12,000元/平"
恒大御景湾，看景好位置，高区好楼层，满五唯一可谈价,恒大御景湾 -老城,2室1厅 | 91.15平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,102,"11,191元/平"
此房满两年，富硒养老度假老城盈滨海岸,盈滨海岸 -老城,2室1厅 | 90.66平米 | 南 | 其他 | 低楼层(共15层)  | 塔楼,0人关注 / 一年前发布,107.5,"11,858元/平"
满五唯一 税费低 小户型  新房 精装修 恒大开发商,恒大御景湾 -老城,1室1厅 | 52平米 | 东南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,65,"12,500元/平"
银海天城正规一房一厅，大阳台大客厅，精装出售,银海天诚 -老城,1室1厅 | 66平米 | 北 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 5个月以前发布,76,"11,516元/平"
恒大御景湾，位于长寿之乡，两室两厅。,恒大御景湾 -老城,2室2厅 | 88平米 | 东南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,101,"11,478元/平"
海口西盈滨半岛天赐上湾好楼层。。。。。,天赐上湾 -老城,2室2厅 | 77平米 | 东北 | 简装 | 高楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,91,"11,819元/平"
老城技工学院 美伦学院旁 适合首付预算不多的人士；,新香缇假日 -老城,2室2厅 | 70平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,1人关注 / 一年前发布,71,"10,143元/平"
后海温泉小镇，养生度假之选！！！,后海银帆 -老城,1室1厅 | 53平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,6人关注 / 一年前发布,55,"10,378元/平"
大开发商 ，品质楼盘，成熟社区配套齐全， 高入住率,恒大御景湾 -老城,1室0厅 | 50.56平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,2人关注 / 10个月以前发布,50,"9,890元/平"
海口后花园，盈滨半岛，天赐上湾两房两厅，业主急售,天赐上湾 -老城,2室2厅 | 77平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,3人关注 / 11个月以前发布,83,"10,780元/平"
业主急售，小区中间街位置，朝南采光好,金手指高尔夫温泉小镇 -老城,1室1厅 | 45.37平米 | 南 | 其他 | 低楼层(共9层)  | 暂无数据,2人关注 / 一年前发布,38,"8,376元/平"
小区环境优美，采光好，有泳池、温泉,恒大御景湾 -老城,2室2厅 | 90.39平米 | 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,106,"11,727元/平"
金手指温泉小区位于盈滨半岛，小户型，业主急卖！！！,金手指高尔夫温泉小镇 -老城,1室0厅 | 45平米 | 东南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 一年前发布,40,"8,889元/平"
御泉名都 精装两房 带家具 低总价  泳池景观社区,御泉名都 -老城,2室2厅 | 76平米 | 东 | 简装 | 高楼层(共18层)  | 板塔结合,19人关注 / 一年前发布,68,"8,948元/平"
四季康城大开发商四季康城一期二手毛坯房单价11000,四季康城诗健苑 -老城,2室2厅 | 79平米 | 南 | 毛坯 | 低楼层(共14层)  | 板塔结合,1人关注 / 一年前发布,88,"11,140元/平"
恒大御景湾 1室1厅 西南,恒大御景湾 -老城,1室1厅 | 51平米 | 西南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 一年前发布,66,"12,942元/平"
海口后花园-老城盈滨半岛-天赐上湾,天赐上湾 -老城,2室2厅 | 82平米 | 西南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,100,"12,196元/平"
此房东汇森语林   毛坯   满五唯一,东汇•森语林 -老城,1室2厅 | 57平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,60,"10,527元/平"
，精装修。视野好，带入户花园.恒大开发商。,恒大御景湾 -老城,2室2厅 | 88平米 | 东南 西北 | 精装 | 低楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,101,"11,478元/平"
繁华地段 正规两房 生态软件园旁 配套齐全 交通便利,四季康城三期荣和新城 -老城,2室2厅 | 60.59平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,78,"12,874元/平"
香缇假日 38平 32万满五唯一 地理位置优越 生活便利,香缇假日 -老城,1室0厅 | 38平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,1人关注 / 一年前发布,32,"8,422元/平"
碧海·金珠花园 2室2厅 南 北,碧海·金珠花园 -老城,2室2厅 | 89.09平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,166,"18,633元/平"
此房为70平一房 户型方正 朝南户型 低税费 软件园配套,明月居 -老城,1室1厅 | 71.07平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,1人关注 / 一年前发布,78,"10,976元/平"
世界长寿之乡，养生必选，医院旁边。,永庆湾 -老城,1室0厅 | 44.99平米 | 南 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,48,"10,670元/平"
丽海阳光南北通透，户型方正。。,丽海阳光 -老城,2室2厅 | 107.28平米 | 南 北 | 其他 | 高楼层(共9层)  | 板塔结合,8人关注 / 一年前发布,76,"7,085元/平"
低楼层价格低环境好居住养老外瑞古达,丽海阳光 -老城,2室2厅 | 74平米 | 南 | 精装 | 低楼层(共19层)  | 板塔结合,21人关注 / 一年前发布,60,"8,109元/平"
盈滨半岛 盈滨海岸 85平2房2厅 中高楼层 满五唯一,盈滨海岸 -老城,2室2厅 | 85平米 | 西北 | 其他 | 中楼层(共18层)  | 塔楼,1人关注 / 一年前发布,108,"12,706元/平"
小两房价格美丽  外瑞古达......,丽海阳光 -老城,1室1厅 | 42平米 | 西北 | 精装 | 低楼层(共19层)  | 板塔结合,3人关注 / 一年前发布,35,"8,334元/平"
盈滨半岛 盈滨海岸 85平2房2厅 中高楼层 满五唯一,盈滨海岸 -老城,2室2厅 | 85平米 | 西北 | 其他 | 中楼层(共18层)  | 塔楼,1人关注 / 一年前发布,108,"12,706元/平"
房子精装修 小户型低总价 生活出行方便 小区配套成熟,金手指高尔夫温泉小镇 -老城,1室0厅 | 43.7平米 | 南 | 其他 | 高楼层(共9层)  | 板塔结合,0人关注 / 9个月以前发布,45,"10,298元/平"
总价低，面积大，成熟小区，毛坯中间楼层,丽海阳光 -老城,1室0厅 | 68.77平米 | 西北 | 其他 | 中楼层(共11层)  | 板塔结合,2人关注 / 一年前发布,50,"7,271元/平"
澄迈长寿之乡南海之滨精装大两房出售,南海之滨 -老城,2室2厅 | 91平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 一年前发布,100,"10,990元/平"
迎宾半岛，甘肃人家，一线观海，业主急售！！急售！！,景园悦海湾 -老城,1室2厅 | 63.23平米 | 北 | 其他 | 中楼层(共23层)  | 塔楼,1人关注 / 11个月以前发布,72,"11,387元/平"
永庆湾 大开间户型 优美小区环境,永庆湾 -老城,1室0厅 | 51平米 | 东 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 10个月以前发布,55,"10,785元/平"
澄迈县 老城镇 冠永凤凰城 大开间 朝南 47平 50万,冠永凤凰城A区 -老城,1室1厅 | 47平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,2人关注 / 一年前发布,50,"10,639元/平"
长寿之乡，澄迈老城，温泉泡池，海地春天,海地春天 -老城,2室2厅 | 82.68平米 | 南 北 | 其他 | 中楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,90,"10,886元/平"
配套齐全 交通便利 房屋户型方正,御泉名都 -老城,2室2厅 | 85平米 | 东南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,85,"10,000元/平"
鲁能海蓝福源东四区通透2房出售,鲁能海蓝福源 -老城,2室2厅 | 91.76平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,98,"10,681元/平"
软件园内小区，一房双阳台，生活配套齐全。,明月居 -老城,1室1厅 | 71.07平米 | 东南 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 3个月以前发布,78,"10,976元/平"
海航幸福家园小区 2室2厅 南 北,海航幸福家园小区 -老城,2室2厅 | 85.33平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,65,"7,618元/平"
海湾雨林 2室2厅 南,海湾雨林 -老城,2室2厅 | 79平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 8个月以前发布,111,"14,051元/平"
御泉名都 格局方正 业主诚心出售 价格美丽,御泉名都 -老城,2室1厅 | 76.58平米 | 东 | 毛坯 | 高楼层(共18层)  | 板塔结合,11人关注 / 一年前发布,69,"9,011元/平"
房户型方正，采光好，楼层好，交通方便；,敦和世家 -老城,1室2厅 | 58.81平米 | 北 | 其他 | 中楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,69,"11,733元/平"
御泉名都 精装修 通透户型 价格优美,御泉名都 -老城,2室1厅 | 73.3平米 | 东 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 6个月以前发布,68,"9,277元/平"
盈滨半岛入口处， 东南亚园林风格,海湾雨林 -老城,2室2厅 | 70.51平米 | 东南 西北 | 其他 | 低楼层(共18层)  | 板塔结合,6人关注 / 一年前发布,86,"12,197元/平"
美伦佳园小区，环境优，低总价购两房！,美伦佳园 -老城,2室2厅 | 77.91平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 11个月以前发布,68,"8,729元/平"
澄迈县 福山镇 蓝山湖小区 朝南 精装小一房,蓝山湖 -福山,1室2厅 | 53.39平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 7个月以前发布,53,"9,927元/平"
夜市旁边生活配套齐全，交通便利,香缇假日 -老城,2室2厅 | 86.67平米 | 东南 西北 | 简装 | 中楼层(共12层)  | 板塔结合,36人关注 / 一年前发布,72,"8,308元/平"
丽海阳光 2室1厅 南,丽海阳光 -老城,2室1厅 | 92.2平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,3人关注 / 5个月以前发布,73,"7,918元/平"
小区配套齐全，物业负责，温泉，泳池,工大嘉园 -老城,2室1厅 | 64平米 | 北 | 其他 | 低楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,77,"12,032元/平"
朝南大2房 高楼层 满五唯一 苏州园林风格,中华坊 -老城,2室2厅 | 86平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,94,"10,931元/平"
凤凰城精装一房，户型方正，通风采光好，领包入住出售,冠永凤凰城A区 -老城,1室0厅 | 45平米 | 北 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 9个月以前发布,45,"10,000元/平"
外国语旁 福隆 丽水湾 精装修2房,福隆·丽水湾 -老城,2室1厅 | 79平米 | 北 | 其他 | 低楼层(共24层)  | 塔楼,3人关注 / 11个月以前发布,90,"11,393元/平"
长寿之乡  盈滨半岛 央企成熟大盘  小两房,鲁能海蓝福源 -老城,2室2厅 | 78平米 | 东南 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,85,"10,898元/平"
澄迈福山镇  田园生活小区   朝南小一房  满五唯一,蓝山湖 -福山,1室2厅 | 53平米 | 南 | 简装 | 高楼层(共17层)  | 板塔结合,0人关注 / 6个月以前发布,55,"10,378元/平"
出售凤凰城45万精装一房，户型方正，通风采光好,冠永凤凰城A区 -老城,1室0厅 | 45平米 | 北 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 9个月以前发布,45,"10,000元/平"
总价低标准开间居住养老外瑞古达,丽海阳光 -老城,1室0厅 | 42平米 | 南 | 精装 | 低楼层(共19层)  | 板塔结合,1人关注 / 一年前发布,38,"9,048元/平"
澄迈四季康城三期.小户型，可看海，楼层视野好。,丽海阳光 -老城,1室0厅 | 42平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,5人关注 / 一年前发布,38,"9,048元/平"
总价低标准开间居住养老外瑞古达,丽海阳光 -老城,1室0厅 | 42平米 | 南 | 精装 | 低楼层(共19层)  | 板塔结合,1人关注 / 一年前发布,38,"9,048元/平"
海口东典藏社区，优质楼盘，品质社区。,碧海·金珠花园 -老城,2室2厅 | 86.77平米 | 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,5人关注 / 7个月以前发布,110,"12,678元/平"
澄迈老城 富力红树湾  小户型。楼层高。采光好,富力红树湾 -福山,1室2厅 | 46.7平米 | 北 | 精装 | 高楼层(共18层)  | 暂无数据,1人关注 / 8个月以前发布,52,"11,135元/平"
此房满五 南北通透 户型宽敞 拎包入住,盈滨绿生花园 -老城,2室2厅 | 69.71平米 | 北 南 | 其他 | 中楼层(共11层)  | 暂无数据,24人关注 / 一年前发布,73.9,"10,602元/平"
此房满二年  业主精心设计   客厅就看到海,鲁能海蓝福源 -老城,1室2厅 | 61平米 | 北 | 其他 | 中楼层(共30层)  | 板塔结合,3人关注 / 一年前发布,60,"9,837元/平"
房户型方正，采光好，楼层好，交通方便,尚域世家 -老城,1室2厅 | 61平米 | 北 | 其他 | 低楼层(共15层)  | 板塔结合,2人关注 / 11个月以前发布,66,"10,820元/平"
澄迈福山  蓝山湖  田园小生活  生活方便,蓝山湖 -福山,2室2厅 | 76平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 4个月以前发布,75,"9,869元/平"
房子满5唯一，南主卧阳台朝南，独立厨房，独立卫生,恒大御景湾 -老城,1室1厅 | 51平米 | 东南 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 7个月以前发布,60,"11,765元/平"
老城镇 丽海阳光小两房 总价低,丽海阳光 -老城,2室2厅 | 74平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,16人关注 / 一年前发布,65,"8,784元/平"
此房户型好户型方正  两房两厅 业主诚心出售！,东汇•森语林 -老城,2室2厅 | 79平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,2人关注 / 8个月以前发布,75,"9,494元/平"
南海大道旁 东汇森语林 毛坯 看房方便,东汇•森语林 -老城,2室2厅 | 74平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,22人关注 / 一年前发布,68,"9,190元/平"
长寿之乡 繁华地段    毛坯两房,西岸香舍 -老城,2室2厅 | 74.66平米 | 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,74,"9,912元/平"
海口后花园，金手指高尔夫温泉小镇，低总价1房出售,金手指高尔夫温泉小镇 -老城,1室1厅 | 43.76平米 | 西南 | 其他 | 中楼层(共11层)  | 板塔结合,1人关注 / 5个月以前发布,38,"8,684元/平"
澄迈长寿之乡  香缇假日   精装大2房,香缇假日 -老城,2室2厅 | 92.6平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,82,"8,856元/平"
老城北外旁软件园中华坊精装修2房,中华坊 -老城,2室2厅 | 82平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,100,"12,196元/平"
海口东，典藏社区，品质小区，优质楼盘。,碧海·金珠花园 -老城,2室2厅 | 80.43平米 | 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,3人关注 / 7个月以前发布,105,"13,055元/平"
此房屋满二，采光充足， 户型方正， 简装，交通便利,丽海阳光 -老城,1室0厅 | 40.56平米 | 北 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,30,"7,397元/平"
小户型，总价底，楼层好，比邻海中,学府花苑 -老城,1室0厅 | 35.3平米 | 南 | 其他 | 中楼层(共13层)  | 板塔结合,5人关注 / 一年前发布,32,"9,066元/平"
此房满二  户型佳  楼层适中、采光好!,御泉名都 -老城,2室2厅 | 78平米 | 西 | 毛坯 | 中楼层(共18层)  | 板塔结合,4人关注 / 10个月以前发布,62,"7,949元/平"
